Compound ID,Smiles,pIC50,LogP,MW,nAR,HBA,HBD,nRings,nRB,TPSA
CHEMBL3695767,[C-]#[N+]c1ccc(CNC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2ccc(-c3ccccc3C(=O)O)cc2)cc1,7.468521083,7.15243,513.597,5,3,2,5,7,75.69
CHEMBL3695769,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3ccc(S(C)(=O)=O)cc3)cc12,6.257274869,6.00514,566.679,5,5,2,5,8,105.47
CHEMBL3695770,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3ccc(N(C)C)cc3)cc12,7.886056648,6.66764,531.656,5,4,2,5,8,74.57
CHEMBL3695772,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3ccc(C(C)(C)C)cc3)cc12,6.175874166,7.89914,544.695,5,3,2,5,7,71.33
CHEMBL3695774,COC(=O)c1ccc(CNC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2ccc(-c3ccccc3C(=O)O)cc2)cc1,8.698970004,6.38824,546.623,5,5,2,5,8,97.63
CHEMBL3695775,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3ccc(S(N)(=O)=O)cc3)cc12,6.514278574,5.24904,567.667,5,5,3,5,8,131.49
CHEMBL3695779,COc1cc(CNC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2ccc(-c3ccccc3C(=O)O)cc2)cc(OC)c1,8,6.61884,548.639,5,5,2,5,9,89.79
CHEMBL3695780,COc1ccc([C@@H](C)NC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2ccc(-c3ccccc3C(=O)O)cc2)cc1,9.283996656,7.17124,532.64,5,4,2,5,8,80.56
CHEMBL3695781,COc1ccc(CNC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2ccc(-c3ccccc3C(=O)O)cc2)cc1OC,6.903089987,6.61884,548.639,5,5,2,5,9,89.79
CHEMBL3695782,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NC(C)(C)c3ccccc3)cc12,9.301029996,7.33674,516.641,5,3,2,5,7,71.33
CHEMBL3695786,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCC(=O)c3ccccc3)cc12,6.612610174,6.28434,516.597,5,4,2,5,8,88.4
CHEMBL3695787,CCC(NC(=O)c1ccc2c(c1)c(C)c(C)n2Cc1ccc(-c2ccccc2C#N)cc1)c1ccccc1,9.26760624,7.72622,497.642,5,3,1,5,7,57.82
CHEMBL3695788,Cc1c(C)n(Cc2ccc(-c3ccccc3C#N)cc2)c2ccc(C(=O)N[C@@H](C)c3ccc(Br)cc3)cc12,7.397940009,8.09862,562.511,5,3,1,5,6,57.82
CHEMBL3695789,CCC(NC(=O)c1ccc2c(c1)c(C)c(C)n2Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)c1ccccc1,8.22184875,7.03464,540.671,6,5,2,6,8,88.49
CHEMBL3695793,C[C@H](NC(=O)c1ccc2c(ccn2Cc2ccc(-c3ccc(O)cc3)cc2)c1)c1ccc([N+](=O)[O-])cc1,6.522878745,6.4614,491.547,5,5,2,5,7,97.4
CHEMBL3695804,C[C@H](NC(=O)c1ccc2c(ccn2Cc2ccc(-c3ccccc3C(=O)O)cc2)c1)c1ccc([N+](=O)[O-])cc1,6.189767482,6.454,519.557,5,5,2,5,8,114.47
CHEMBL3695805,Cc1c(C)n(Cc2ccc(-c3cccnc3)cc2)c2ccc(C(=O)N[C@@H](C)c3ccc([N+](=O)[O-])cc3)cc12,6.823908741,6.76764,504.59,5,5,1,5,7,90.06
CHEMBL3695811,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@H](C)c3ccc([N+](=O)[O-])cc3)cc12,8.698970004,7.07084,547.611,5,5,2,5,8,114.47
CHEMBL3695812,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NC[C@H](C)c3ccccc3)cc12,7.119186408,7.20514,516.641,5,3,2,5,8,71.33
CHEMBL3695813,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NC(c3ccccc3)c3ccccc3)cc12,7.585026652,8.19104,564.685,6,3,2,6,8,71.33
CHEMBL3695814,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3ccc(F)cc3)cc12,8.301029996,6.74074,506.577,5,3,2,5,7,71.33
CHEMBL3695815,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3ccc(F)c(F)c3)cc12,7.508638306,6.87984,524.567,5,3,2,5,7,71.33
CHEMBL3695816,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3ccc4c(c3)OCO4)cc12,7.619788758,6.33034,532.596,5,5,2,6,7,89.79
CHEMBL3695817,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](CO)c3ccccc3)cc12,7.431798276,6.13504,518.613,5,4,3,5,8,91.56
CHEMBL3695819,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCC3CCCCC3)cc12,7.107905397,6.98174,494.635,4,3,2,5,7,71.33
CHEMBL3695821,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3cccs3)cc12,9,6.66314,494.616,5,4,2,5,7,71.33
CHEMBL3695822,Cc1ccc(CNC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2ccc(-c3ccccc3C(=O)O)cc2)o1,7.920818754,6.50306,492.575,5,4,2,5,7,84.47
CHEMBL3695824,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCC3COc4ccccc4C3)cc12,7.769551079,6.65274,544.651,5,4,2,6,7,80.56
CHEMBL3695825,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCC3COc4ccccc4O3)cc12,7.958607315,6.24144,546.623,5,5,2,6,7,89.79
CHEMBL3695826,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NC3CCC3)cc12,7.494850022,5.95394,452.554,4,3,2,5,6,71.33
CHEMBL3695827,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NC3CCCC3)cc12,7.602059991,6.34404,466.581,4,3,2,5,6,71.33
CHEMBL3695828,COCCNC(=O)c1ccc2c(c1)c(C)c(C)n2Cc1ccc(-c2ccccc2C(=O)O)cc1,7.769551079,5.04784,456.542,4,4,2,4,8,80.56
CHEMBL3695830,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3ccc(N)cc3)cc12,8.397940009,6.18384,503.602,5,4,3,5,7,97.35
CHEMBL3695833,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3ccc(N)cc3)cc12,6.619788758,6.74484,517.629,5,4,3,5,7,97.35
CHEMBL3695835,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3ccc(C(F)(F)F)cc3)cc12,6.681936665,7.62044,556.584,5,3,2,5,7,71.33
CHEMBL3695836,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3ccc(-c4ccccc4)cc3)cc12,6.607303047,8.26864,564.685,6,3,2,6,8,71.33
CHEMBL3695837,COc1cccc(CNC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2ccc(-c3ccccc3C(=O)O)cc2)c1,8.397940009,6.61024,518.613,5,4,2,5,8,80.56
CHEMBL3695838,COc1ccc(CNC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2ccc(-c3ccccc3C(=O)O)cc2)cc1,8.15490196,6.61024,518.613,5,4,2,5,8,80.56
CHEMBL3695841,Cc1ccccc1CNC(=O)c1ccc2c(c1)c(C)c(C)n2Cc1ccc(-c2ccccc2C(=O)O)cc1,8.22184875,6.91006,502.614,5,3,2,5,7,71.33
CHEMBL3695842,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3ccccc3Cl)cc12,8.22184875,7.25504,523.032,5,3,2,5,7,71.33
CHEMBL3695844,COc1ccc(CNC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2ccc(-c3ccccc3C(=O)O)cc2)cc1F,7.886056648,6.74934,536.603,5,4,2,5,8,80.56
CHEMBL3695846,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@H](C)c3ccc(F)cc3)cc12,9.099632871,7.30174,520.604,5,3,2,5,7,71.33
CHEMBL3695847,CCC[C@H](NC(=O)c1ccc2c(c1)c(C)c(C)n2Cc1ccc(-c2ccccc2C(=O)O)cc1)c1ccccc1,9.096910013,7.94284,530.668,5,3,2,5,9,71.33
CHEMBL3695848,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3cccc4ccccc34)cc12,7.193820026,7.75484,538.647,6,3,2,6,7,71.33
CHEMBL3695849,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NC(C)c3cccc4ccccc34)cc12,8.698970004,8.31584,552.674,6,3,2,6,7,71.33
CHEMBL3695850,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NC(C)CCc3ccccc3)cc12,8.522878745,7.42274,530.668,5,3,2,5,9,71.33
CHEMBL3695851,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3ccccc3Br)cc12,7.769551079,7.36414,567.483,5,3,2,5,7,71.33
CHEMBL3695852,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3ccccc3[N+](=O)[O-])cc12,7.619788758,6.50984,533.584,5,5,2,5,8,114.47
CHEMBL3695854,C[C@H](NC(=O)c1ccc2c(ccn2Cc2ccc(-c3ccccc3C(=O)O)cc2)c1)c1ccc(Br)cc1,6.787812396,7.3083,553.456,5,3,2,5,7,71.33
CHEMBL3695856,Cc1cn(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3ccc(Br)cc3)cc12,7.619788758,7.61672,567.483,5,3,2,5,7,71.33
CHEMBL3695858,Cc1cn(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3ccc([N+](=O)[O-])cc3)cc12,6.899629455,6.76242,533.584,5,5,2,5,8,114.47
CHEMBL3695859,Cc1cc2cc(C(=O)N[C@@H](C)c3ccc(Br)cc3)ccc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,7.096910013,7.61672,567.483,5,3,2,5,7,71.33
CHEMBL3695861,Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)N[C@@H](C)c3cccc(C(C)(C)C)c3)cc12,7.187086643,8.76194,514.713,5,2,1,5,6,34.03
CHEMBL3695862,Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)N[C@H](c3cccc(C(C)C)c3)C(F)(F)F)cc12,7.769551079,9.13024,554.656,5,2,1,5,7,34.03
CHEMBL3695863,Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)N[C@H](c3cccc(C(C)C)c3)C3CC3)cc12,8.096910013,8.97794,526.724,5,2,1,6,8,34.03
CHEMBL3695866,Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)N[C@@H](C)c3cccc4c3OCO4)cc12,8,7.19314,502.614,5,4,1,6,6,52.49
CHEMBL3695870,COc1cc(OC)cc([C@H](C)NC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2ccc(-c3ccccc3)cc2)c1,7.698970004,7.48164,518.657,5,4,1,5,8,52.49
CHEMBL3695871,Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)N[C@@H](C)c3ccncc3Cl)cc12,7.387216143,7.51284,494.038,5,3,1,5,6,46.92
CHEMBL3695874,CCOc1cccc([C@H](C)NC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2ccc(-c3ccccc3)cc2)c1,7.677780705,7.86314,502.658,5,3,1,5,8,43.26
CHEMBL3695875,Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)N[C@@H](C)c3cccc4ccccc34)cc12,6.591760035,8.61764,508.665,6,2,1,6,6,34.03
CHEMBL3695876,Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)N[C@@H](C)c3ccc(OC(F)(F)F)cc3)cc12,7.552841969,8.36304,542.601,5,3,1,5,7,43.26
CHEMBL3695878,Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)N[C@@H](CC(C)C)c3cccc(C(C)C)c3)cc12,5.912928794,9.61404,542.767,5,2,1,5,9,34.03
CHEMBL3695880,Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)N[C@H](c3cccc(C(C)C)c3)C(C)C)cc12,7.096910013,9.22394,528.74,5,2,1,5,8,34.03
CHEMBL3695883,Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)N[C@@H](C)c3ccccc3F)cc12,8.15490196,7.60354,476.595,5,2,1,5,6,34.03
CHEMBL3695884,COc1cccc([C@@H](C)NC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2ccc(-c3ccccc3)cc2)c1,8.698970004,7.47304,488.631,5,3,1,5,7,43.26
CHEMBL3695886,Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)N[C@@H](C)c3ccc(C(C)C)cc3)cc12,8.096910013,8.58784,500.686,5,2,1,5,7,34.03
CHEMBL3695887,Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)NCc3ccc(F)cc3F)cc12,7.721246399,7.18164,480.558,5,2,1,5,6,34.03
CHEMBL3695888,Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)NCc3ccc(Cl)cc3C(F)(F)F)cc12,8.698970004,8.57564,547.02,5,2,1,5,6,34.03
CHEMBL3695890,Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)N[C@H](C)c3ccncc3)cc12,7.958607315,6.85944,459.593,5,3,1,5,6,46.92
CHEMBL3695892,Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)N[C@H](C)c3cccc(Cl)c3Cl)cc12,8.301029996,8.77124,527.495,5,2,1,5,6,34.03
CHEMBL3695894,Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)N[C@H](C)c3cc(C(F)(F)F)ccc3C(F)(F)F)cc12,8.397940009,9.50204,594.599,5,2,1,5,6,34.03
CHEMBL3695895,Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)N[C@@H](C)c3cccc(Cl)c3)cc12,8.522878745,8.11784,493.05,5,2,1,5,6,34.03
CHEMBL3695896,COc1ccccc1[C@H](C)NC(=O)c1ccc2c(c1)c(C)c(C)n2Cc1ccc(-c2ccccc2)cc1,7.795880017,7.47304,488.631,5,3,1,5,7,43.26
CHEMBL3695897,Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)N[C@@H](C)c3cccc(C(F)(F)F)c3)cc12,7.408935393,8.48324,526.602,5,2,1,5,6,34.03
CHEMBL3695898,COc1c(F)cccc1[C@H](C)NC(=O)c1ccc2c(c1)c(C)c(C)n2Cc1ccc(-c2ccccc2)cc1,7.677780705,7.61214,506.621,5,3,1,5,7,43.26
CHEMBL3695899,CCCC[C@H](NC(=O)c1ccc2c(c1)c(C)c(C)n2Cc1ccc(-c2ccccc2)cc1)c1cccc(C(C)C)c1,7.091514981,9.75814,542.767,5,2,1,5,10,34.03
CHEMBL3695900,Cc1ccc([C@H](C)NC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2ccc(-c3ccccc3)cc2)cc1,7.886056648,7.77286,472.632,5,2,1,5,6,34.03
CHEMBL3695901,Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)NC(C)(C)c3ccc(Br)cc3)cc12,9,8.40104,551.528,5,2,1,5,6,34.03
CHEMBL3695902,Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)N[C@H](C)c3ccnc4ccccc34)cc12,6.290730039,8.01264,509.653,6,3,1,6,6,46.92
CHEMBL3695903,Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)NCc3cccc(C(C)C)c3)cc12,8.301029996,8.02684,486.659,5,2,1,5,7,34.03
CHEMBL3695904,Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)N[C@@H](Cc3ccccc3)c3cccc(C(C)C)c3)cc12,7.013228266,9.81064,576.784,6,2,1,6,9,34.03
CHEMBL3695906,Cc1c(C)n(Cc2ccc(-c3ccccc3-c3nnn[nH]3)cc2)c2ccc(C(=O)N[C@@H](C)c3cccc(C4CC4)c3)cc12,8,7.52194,566.709,6,5,2,7,8,88.49
CHEMBL3695907,CC[C@H](NC(=O)c1ccc2c(ccn2Cc2ccccc2-c2ccc(C(=O)O)cc2)c1)c1ccccc1,7,6.9359,488.587,5,3,2,5,8,71.33
CHEMBL3695909,CC[C@H](NC(=O)c1ccc2c(ccn2Cc2ccccc2-c2cccc(C(=O)O)c2)c1)c1ccccc1,7.096910013,6.9359,488.587,5,3,2,5,8,71.33
CHEMBL3695913,CC[C@@H](NC(=O)c1ccc2c(c1)c(C)c(C)n2Cc1ccccc1-c1ccc(C(=O)O)cc1)c1ccccc1,7.096910013,7.55274,516.641,5,3,2,5,8,71.33
CHEMBL3695915,COc1ccc([C@H](C)NC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2ccc(-c3ccccc3C(=O)O)cc2)cc1Cl,7.769551079,7.82464,567.085,5,4,2,5,8,80.56
CHEMBL3695916,CC[C@H](NC(=O)c1ccc2c(c1)c(C)c(C)n2Cc1ccc(-c2ccccc2C(=O)O)cc1)c1cccc(C(C)C)c1,8.045757491,8.67614,558.722,5,3,2,5,9,71.33
CHEMBL369725,CCC(C)(C)c1ccc(OCCCOc2ccc3c(c2)O[C@@](C)(C(=O)O)CC3)c(Cl)c1,4.823954344,6.0438,446.971,2,4,1,3,9,64.99
CHEMBL3699346,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3ccc(OC(C)(C)C)cc3)cc12,6.347753659,8.33994,574.721,5,4,2,5,8,80.56
CHEMBL3699347,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3ccc(OC(C)C)cc3)cc12,7.468521083,7.94984,560.694,5,4,2,5,9,80.56
CHEMBL3699348,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)C3CCN(C(=O)OCc4ccccc4)CC3)cc12,7.455931956,7.83874,643.784,5,5,2,6,9,100.87
CHEMBL3699349,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)C3CCN(C(=O)NCc4ccccc4)CC3)cc12,6.09420412,7.41174,642.8,5,4,3,6,9,103.67
CHEMBL3699350,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@H]3CCN(C(=O)OCc4ccccc4)C3)cc12,6.27083521,6.81254,601.703,5,5,2,6,8,100.87
CHEMBL3699352,COc1ccc(F)cc1[C@H](C)NC(=O)c1ccc2c(c1)c(C)c(C)n2Cc1ccc(-c2ccccc2C(=O)O)cc1,7.585026652,7.31034,550.63,5,4,2,5,8,80.56
CHEMBL3699356,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3ccc(C(F)(F)F)cc3C(F)(F)F)cc12,6.617982957,9.20024,638.608,5,3,2,5,7,71.33
CHEMBL3699357,Cc1ccc(F)c([C@H](C)NC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2ccc(-c3ccccc3C(=O)O)cc2)c1,8.22184875,7.61016,534.631,5,3,2,5,7,71.33
CHEMBL3699358,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)C3CCCCC3)cc12,8.397940009,7.37024,508.662,4,3,2,5,7,71.33
CHEMBL3699360,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)C3COc4ccccc4O3)cc12,7.602059991,6.62994,560.65,5,5,2,6,7,89.79
CHEMBL3699362,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3c(F)cncc3F)cc12,7.48148606,6.83584,539.582,5,4,2,5,7,84.22
CHEMBL3699363,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3ccc(C(F)(F)F)nc3)cc12,6.638272164,7.57644,571.599,5,4,2,5,7,84.22
CHEMBL3699364,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3ccc4c(c3)CCO4)cc12,6.651695137,7.09754,544.651,5,4,2,6,7,80.56
CHEMBL3699368,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3ccc(Cl)c(C(F)(F)F)c3)cc12,7.823908741,8.83484,605.056,5,3,2,5,7,71.33
CHEMBL3699370,COc1cc(C(F)(F)F)ccc1[C@@H](C)NC(=O)c1ccc2c(c1)c(C)c(C)n2Cc1ccc(-c2ccccc2C(=O)O)cc1,8.698970004,8.19004,600.637,5,4,2,5,8,80.56
CHEMBL3699371,CCc1ccc([C@H](C)NC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2ccc(-c3ccccc3C(=O)O)cc2)cc1,7.366531544,7.72504,530.668,5,3,2,5,8,71.33
CHEMBL3699372,Cc1cc(Cl)ccc1[C@H](C)NC(=O)c1ccc2c(c1)c(C)c(C)n2Cc1ccc(-c2ccccc2)cc1,7.958607315,8.42626,507.077,5,2,1,5,6,34.03
CHEMBL3699377,Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)N[C@H](C)c3cccc(C(F)(F)F)c3Cl)cc12,8.698970004,9.13664,561.047,5,2,1,5,6,34.03
CHEMBL3699378,Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)N[C@@H](C)c3cccc(Cl)c3F)cc12,7.744727495,8.25694,511.04,5,2,1,5,6,34.03
CHEMBL3699379,Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)N[C@@H](C)c3ccc(F)c(F)c3)cc12,8.045757491,7.74264,494.585,5,2,1,5,6,34.03
CHEMBL3699382,Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)N[C@@H](C)c3c(F)ccc(F)c3F)cc12,7.769551079,7.88174,512.575,5,2,1,5,6,34.03
CHEMBL3699384,Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)N[C@@H](C)[C@H]3CCCN3C(=O)OCc3ccccc3)cc12,7.698970004,7.89294,585.748,5,4,1,6,8,63.57
CHEMBL3699386,Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)N[C@@H](C)[C@@H]3CCN(C(=O)OCc4ccccc4)C3)cc12,7.236572006,7.75044,585.748,5,4,1,6,8,63.57
CHEMBL3699387,Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)N[C@@H](C)c3cc(F)ccc3C(F)(F)F)cc12,7.244125144,8.62234,544.592,5,2,1,5,6,34.03
CHEMBL3699388,Cc1c(C)n(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)c2ccc(C(=O)N[C@@H](C)c3cccc(C(C)C)c3)cc12,7.657577319,7.76794,568.725,6,5,2,6,8,88.49
CHEMBL3699389,Cc1c(C)n(Cc2ccc(-c3ccccc3-c3noc(=O)[nH]3)cc2)c2ccc(C(=O)N[C@@H](C)c3cccc(C(C)C)c3)cc12,7.397940009,7.93114,584.72,6,5,2,6,8,92.92
CHEMBL3699390,Cc1c(C)n(Cc2ccc(-c3ccccc3-c3n[nH]c(=O)o3)cc2)c2ccc(C(=O)N[C@@H](C)c3cccc(C(C)C)c3)cc12,8.15490196,7.93114,584.72,6,5,2,6,8,92.92
CHEMBL3699395,CCCc1ccc([C@H](C)NC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2ccc(-c3ccccc3C(=O)O)cc2)cc1,7.397940009,8.11514,544.695,5,3,2,5,9,71.33
CHEMBL3699397,CCOc1ccc([C@H](C)NC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2ccc(-c3ccccc3C(=O)O)cc2)cc1,8.301029996,7.56134,546.667,5,4,2,5,9,80.56
CHEMBL3699398,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3ccccc3Br)cc12,9,7.92514,581.51,5,3,2,5,7,71.33
CHEMBL3699399,CCc1ccccc1[C@H](C)NC(=O)c1ccc2c(c1)c(C)c(C)n2Cc1ccc(-c2ccccc2C(=O)O)cc1,8.22184875,7.72504,530.668,5,3,2,5,8,71.33
CHEMBL3699400,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3ccccc3OC(F)(F)F)cc12,7.420216403,8.06124,586.61,5,4,2,5,8,80.56
CHEMBL3699401,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3ccccc3OC(C)C)cc12,5.980468315,7.94984,560.694,5,4,2,5,9,80.56
CHEMBL3699406,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3ccc(Cl)nc3)cc12,6.841637508,7.21104,538.047,5,4,2,5,7,84.22
CHEMBL3699408,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3cc(Cl)ccn3)cc12,8.397940009,7.21104,538.047,5,4,2,5,7,84.22
CHEMBL3699409,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3cc(C4CC4)ccn3)cc12,8.096910013,7.43504,543.667,5,4,2,6,8,84.22
CHEMBL3699411,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3ccnc(C4CC4)c3)cc12,6.453457337,7.43504,543.667,5,4,2,6,8,84.22
CHEMBL3699416,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3cccc(Br)n3)cc12,7.823908741,7.32014,582.498,5,4,2,5,7,84.22
